user_sk,event_sk,time_sk,timestamp,device
128,1,17,2023-01-17 19:30:00,desktop
25,4,17,2023-01-17 23:19:00,tablet
84,4,17,2023-01-17 12:10:00,mobile
84,3,17,2023-01-17 07:19:00,mobile
84,2,17,2023-01-17 20:42:00,mobile
84,2,17,2023-01-17 22:26:00,tablet
82,5,17,2023-01-17 15:33:00,tablet
142,3,17,2023-01-17 14:35:00,tablet
142,4,17,2023-01-17 18:20:00,tablet
142,5,17,2023-01-17 01:27:00,mobile
142,1,17,2023-01-17 17:40:00,desktop
142,1,17,2023-01-17 01:07:00,tablet
158,5,17,2023-01-17 08:19:00,tablet
158,3,17,2023-01-17 22:54:00,tablet
129,5,17,2023-01-17 22:08:00,mobile
5,1,17,2023-01-17 00:40:00,desktop
5,4,17,2023-01-17 18:29:00,mobile
5,5,17,2023-01-17 22:30:00,desktop
5,3,17,2023-01-17 12:26:00,desktop
5,5,17,2023-01-17 02:22:00,desktop
134,5,17,2023-01-17 16:11:00,tablet
134,4,17,2023-01-17 01:22:00,mobile
134,1,17,2023-01-17 03:46:00,tablet
150,3,17,2023-01-17 03:08:00,desktop
150,5,17,2023-01-17 16:53:00,mobile
95,1,17,2023-01-17 13:16:00,desktop
95,5,17,2023-01-17 14:46:00,mobile
67,2,17,2023-01-17 13:20:00,desktop
67,1,17,2023-01-17 01:01:00,mobile
67,3,17,2023-01-17 01:53:00,desktop
20,1,17,2023-01-17 07:03:00,mobile
20,4,17,2023-01-17 11:07:00,desktop
100,3,17,2023-01-17 19:59:00,mobile
100,2,17,2023-01-17 00:11:00,desktop
135,2,17,2023-01-17 07:39:00,tablet
135,1,17,2023-01-17 07:40:00,tablet
7,5,18,2023-01-18 21:14:00,mobile
7,4,18,2023-01-18 22:46:00,tablet
7,2,18,2023-01-18 22:36:00,mobile
7,3,18,2023-01-18 09:33:00,mobile
7,2,18,2023-01-18 13:36:00,mobile
100,5,18,2023-01-18 23:11:00,mobile
100,4,18,2023-01-18 07:27:00,desktop
100,1,18,2023-01-18 15:01:00,tablet
164,5,18,2023-01-18 04:25:00,mobile
164,5,18,2023-01-18 19:37:00,tablet
164,3,18,2023-01-18 03:15:00,mobile
164,5,18,2023-01-18 05:31:00,mobile
186,3,18,2023-01-18 01:32:00,desktop
186,3,18,2023-01-18 09:04:00,mobile
186,3,18,2023-01-18 06:08:00,desktop
21,5,18,2023-01-18 13:59:00,mobile
21,2,18,2023-01-18 02:12:00,mobile
21,3,18,2023-01-18 12:01:00,desktop
21,5,18,2023-01-18 11:56:00,mobile
21,4,18,2023-01-18 23:13:00,tablet
123,4,18,2023-01-18 11:22:00,tablet
123,4,18,2023-01-18 01:27:00,tablet
123,5,18,2023-01-18 01:16:00,tablet
199,1,18,2023-01-18 16:23:00,mobile
199,4,18,2023-01-18 19:16:00,tablet
199,1,18,2023-01-18 08:05:00,mobile
199,5,18,2023-01-18 00:28:00,tablet
199,1,18,2023-01-18 15:31:00,mobile
188,4,18,2023-01-18 11:54:00,mobile
188,5,18,2023-01-18 16:13:00,tablet
188,2,18,2023-01-18 20:07:00,desktop
188,2,18,2023-01-18 13:25:00,tablet
188,3,18,2023-01-18 14:28:00,desktop
152,4,18,2023-01-18 18:59:00,mobile
36,2,18,2023-01-18 19:03:00,tablet
36,4,18,2023-01-18 04:55:00,tablet
137,2,18,2023-01-18 14:12:00,mobile
137,4,18,2023-01-18 14:01:00,tablet
137,1,18,2023-01-18 00:07:00,mobile
137,1,18,2023-01-18 04:17:00,desktop
114,2,18,2023-01-18 14:01:00,mobile
114,3,18,2023-01-18 06:23:00,mobile
116,1,18,2023-01-18 07:59:00,desktop
116,2,18,2023-01-18 12:05:00,mobile
116,2,18,2023-01-18 11:25:00,mobile
80,2,18,2023-01-18 09:05:00,mobile
80,4,18,2023-01-18 08:36:00,mobile
80,1,18,2023-01-18 06:50:00,tablet
184,4,18,2023-01-18 12:40:00,desktop
184,1,18,2023-01-18 00:44:00,desktop
184,4,18,2023-01-18 11:50:00,mobile
184,5,18,2023-01-18 21:18:00,tablet
184,2,18,2023-01-18 16:37:00,mobile
71,4,18,2023-01-18 18:57:00,desktop
71,4,18,2023-01-18 03:32:00,mobile
71,3,18,2023-01-18 13:20:00,tablet
71,4,18,2023-01-18 07:03:00,mobile
71,4,18,2023-01-18 22:21:00,tablet
41,1,18,2023-01-18 05:50:00,tablet
41,2,18,2023-01-18 15:44:00,desktop
97,2,18,2023-01-18 22:29:00,desktop
97,1,18,2023-01-18 04:18:00,desktop
97,3,18,2023-01-18 02:28:00,mobile
95,3,18,2023-01-18 20:18:00,mobile
95,2,18,2023-01-18 23:16:00,tablet
95,3,18,2023-01-18 13:20:00,mobile
149,5,18,2023-01-18 16:33:00,tablet
149,3,18,2023-01-18 23:13:00,tablet
149,4,18,2023-01-18 02:25:00,mobile
149,4,18,2023-01-18 13:12:00,mobile
87,3,18,2023-01-18 01:59:00,desktop
87,4,18,2023-01-18 01:10:00,desktop
87,3,18,2023-01-18 21:03:00,desktop
87,4,18,2023-01-18 00:57:00,desktop
150,1,18,2023-01-18 13:43:00,mobile
150,5,18,2023-01-18 19:24:00,mobile
89,4,18,2023-01-18 01:53:00,mobile
89,1,18,2023-01-18 02:51:00,tablet
89,1,18,2023-01-18 12:11:00,tablet
89,4,18,2023-01-18 09:43:00,tablet
89,1,18,2023-01-18 23:24:00,tablet
134,4,18,2023-01-18 00:26:00,mobile
134,5,18,2023-01-18 08:09:00,mobile
134,3,18,2023-01-18 05:34:00,mobile
134,4,18,2023-01-18 12:02:00,tablet
134,5,18,2023-01-18 00:56:00,tablet
32,5,18,2023-01-18 05:56:00,desktop
32,3,18,2023-01-18 01:30:00,mobile
1,3,18,2023-01-18 01:48:00,tablet
1,1,18,2023-01-18 17:32:00,mobile
1,4,18,2023-01-18 12:49:00,tablet
1,2,18,2023-01-18 13:24:00,desktop
1,4,18,2023-01-18 02:00:00,mobile
180,1,18,2023-01-18 18:02:00,mobile
180,5,18,2023-01-18 01:34:00,desktop
88,5,18,2023-01-18 00:24:00,tablet
88,4,18,2023-01-18 11:47:00,mobile
88,4,18,2023-01-18 15:04:00,desktop
88,5,18,2023-01-18 00:52:00,desktop
174,2,18,2023-01-18 16:20:00,desktop
174,1,18,2023-01-18 06:26:00,desktop
174,4,18,2023-01-18 21:06:00,tablet
159,5,18,2023-01-18 02:39:00,desktop
77,4,18,2023-01-18 13:10:00,mobile
77,3,18,2023-01-18 10:19:00,desktop
169,5,18,2023-01-18 05:02:00,tablet
169,5,18,2023-01-18 11:31:00,mobile
169,3,18,2023-01-18 16:55:00,tablet
166,2,18,2023-01-18 06:41:00,desktop
166,2,18,2023-01-18 16:39:00,mobile
172,3,18,2023-01-18 01:26:00,mobile
172,4,18,2023-01-18 01:40:00,tablet
172,1,18,2023-01-18 10:01:00,desktop
172,2,18,2023-01-18 13:18:00,desktop
124,2,18,2023-01-18 06:50:00,desktop
124,2,18,2023-01-18 22:41:00,tablet
167,5,18,2023-01-18 10:33:00,tablet
167,3,18,2023-01-18 15:51:00,desktop
167,5,18,2023-01-18 05:24:00,tablet
167,4,18,2023-01-18 14:45:00,desktop
167,4,18,2023-01-18 03:57:00,mobile
121,2,18,2023-01-18 18:20:00,mobile
121,1,18,2023-01-18 09:15:00,mobile
121,2,18,2023-01-18 19:40:00,desktop
121,4,18,2023-01-18 10:28:00,tablet
121,2,18,2023-01-18 06:51:00,tablet
191,2,18,2023-01-18 14:49:00,desktop
191,3,18,2023-01-18 16:33:00,desktop
191,2,18,2023-01-18 19:40:00,desktop
191,4,18,2023-01-18 00:03:00,tablet
191,2,18,2023-01-18 07:34:00,mobile
93,5,18,2023-01-18 08:56:00,tablet
93,2,18,2023-01-18 22:26:00,desktop
93,3,18,2023-01-18 01:36:00,desktop
173,4,18,2023-01-18 06:29:00,mobile
173,2,18,2023-01-18 23:14:00,tablet
173,5,18,2023-01-18 13:11:00,desktop
173,2,18,2023-01-18 03:21:00,tablet
173,4,18,2023-01-18 16:29:00,tablet
113,2,18,2023-01-18 06:48:00,tablet
82,5,18,2023-01-18 09:15:00,desktop
82,1,18,2023-01-18 00:32:00,tablet
82,2,18,2023-01-18 07:13:00,tablet
48,1,18,2023-01-18 23:11:00,mobile
48,1,18,2023-01-18 04:24:00,mobile
48,5,18,2023-01-18 05:18:00,mobile
5,5,18,2023-01-18 21:42:00,desktop
5,2,18,2023-01-18 16:23:00,tablet
139,3,18,2023-01-18 05:20:00,desktop
139,1,18,2023-01-18 10:39:00,mobile
139,4,18,2023-01-18 15:11:00,desktop
139,2,18,2023-01-18 18:28:00,tablet
140,5,18,2023-01-18 12:24:00,desktop
140,1,18,2023-01-18 19:19:00,desktop
162,2,18,2023-01-18 12:29:00,mobile
162,4,18,2023-01-18 21:53:00,desktop
162,5,18,2023-01-18 07:53:00,tablet
162,1,18,2023-01-18 01:04:00,mobile
162,2,18,2023-01-18 19:44:00,tablet
101,1,18,2023-01-18 17:15:00,mobile
68,1,18,2023-01-18 05:51:00,desktop
68,1,18,2023-01-18 19:16:00,tablet
68,3,18,2023-01-18 00:37:00,tablet
195,1,18,2023-01-18 16:46:00,mobile
195,2,18,2023-01-18 07:45:00,tablet
195,3,18,2023-01-18 18:25:00,mobile
195,5,18,2023-01-18 14:05:00,tablet
45,3,18,2023-01-18 07:43:00,mobile
158,3,18,2023-01-18 07:31:00,tablet
158,1,18,2023-01-18 04:21:00,tablet
158,3,18,2023-01-18 03:11:00,tablet
158,2,18,2023-01-18 12:03:00,tablet
193,5,18,2023-01-18 13:11:00,mobile
193,4,18,2023-01-18 06:03:00,mobile
26,1,18,2023-01-18 20:16:00,tablet
26,4,18,2023-01-18 02:02:00,mobile
26,2,18,2023-01-18 16:40:00,tablet
26,4,18,2023-01-18 11:34:00,mobile
17,2,18,2023-01-18 16:28:00,mobile
17,1,18,2023-01-18 14:30:00,tablet
17,4,18,2023-01-18 13:05:00,mobile
17,4,18,2023-01-18 21:42:00,tablet
8,5,18,2023-01-18 03:12:00,desktop
69,5,18,2023-01-18 02:43:00,mobile
69,3,18,2023-01-18 05:02:00,tablet
69,4,18,2023-01-18 03:58:00,mobile
69,2,18,2023-01-18 21:49:00,tablet
198,3,18,2023-01-18 08:20:00,desktop
198,1,18,2023-01-18 11:41:00,desktop
156,1,18,2023-01-18 16:00:00,desktop
156,4,18,2023-01-18 07:29:00,mobile
156,5,18,2023-01-18 14:50:00,desktop
14,4,18,2023-01-18 09:04:00,tablet
14,5,18,2023-01-18 00:41:00,desktop
24,5,18,2023-01-18 20:09:00,tablet
24,5,18,2023-01-18 10:05:00,desktop
24,3,18,2023-01-18 03:58:00,tablet
24,3,18,2023-01-18 00:37:00,desktop
9,3,18,2023-01-18 22:24:00,mobile
9,4,18,2023-01-18 13:14:00,tablet
9,1,18,2023-01-18 15:30:00,desktop
9,2,18,2023-01-18 17:04:00,mobile
189,4,18,2023-01-18 01:41:00,desktop
189,1,18,2023-01-18 22:02:00,desktop
189,5,18,2023-01-18 22:03:00,mobile
189,5,18,2023-01-18 16:20:00,mobile
189,1,18,2023-01-18 03:47:00,mobile
120,5,18,2023-01-18 21:17:00,mobile
120,3,18,2023-01-18 23:55:00,mobile
120,5,18,2023-01-18 09:22:00,desktop
84,1,18,2023-01-18 01:59:00,tablet
84,3,18,2023-01-18 20:55:00,mobile
84,1,18,2023-01-18 22:12:00,mobile
84,5,18,2023-01-18 00:54:00,tablet
49,5,18,2023-01-18 22:22:00,tablet
49,5,18,2023-01-18 06:20:00,mobile
49,1,18,2023-01-18 23:37:00,mobile
49,1,18,2023-01-18 11:31:00,tablet
2,2,18,2023-01-18 07:55:00,mobile
13,2,18,2023-01-18 07:27:00,desktop
13,5,18,2023-01-18 18:17:00,tablet
105,3,18,2023-01-18 07:22:00,desktop
105,3,18,2023-01-18 22:22:00,mobile
105,3,18,2023-01-18 15:15:00,tablet
105,1,18,2023-01-18 04:12:00,mobile
105,5,18,2023-01-18 11:55:00,desktop
63,4,18,2023-01-18 01:52:00,tablet
63,2,18,2023-01-18 22:46:00,tablet
40,1,18,2023-01-18 06:47:00,desktop
176,2,18,2023-01-18 15:35:00,desktop
176,1,18,2023-01-18 23:11:00,tablet
176,4,18,2023-01-18 08:09:00,mobile
176,4,18,2023-01-18 08:48:00,desktop
176,4,18,2023-01-18 10:55:00,mobile
104,5,18,2023-01-18 09:16:00,tablet
104,3,18,2023-01-18 10:16:00,desktop
104,1,18,2023-01-18 17:11:00,tablet
104,1,18,2023-01-18 20:45:00,desktop
104,2,18,2023-01-18 13:24:00,desktop
66,3,18,2023-01-18 13:51:00,mobile
66,4,18,2023-01-18 12:36:00,mobile
66,1,18,2023-01-18 04:35:00,desktop
163,1,18,2023-01-18 04:29:00,desktop
70,2,18,2023-01-18 16:29:00,mobile
70,3,18,2023-01-18 13:08:00,mobile
70,2,18,2023-01-18 02:40:00,mobile
56,2,18,2023-01-18 08:28:00,desktop
56,3,18,2023-01-18 01:52:00,tablet
50,2,18,2023-01-18 19:11:00,mobile
50,1,18,2023-01-18 23:46:00,desktop
50,1,18,2023-01-18 02:45:00,tablet
50,5,18,2023-01-18 19:02:00,tablet
44,3,19,2023-01-19 06:02:00,desktop
190,1,19,2023-01-19 03:30:00,desktop
190,4,19,2023-01-19 13:51:00,tablet
190,3,19,2023-01-19 04:10:00,tablet
190,2,19,2023-01-19 18:14:00,desktop
18,2,19,2023-01-19 07:58:00,mobile
18,3,19,2023-01-19 14:46:00,desktop
18,2,19,2023-01-19 20:28:00,desktop
18,3,19,2023-01-19 16:32:00,desktop
18,4,19,2023-01-19 06:09:00,mobile
6,1,19,2023-01-19 07:49:00,mobile
6,4,19,2023-01-19 16:37:00,desktop
6,3,19,2023-01-19 13:03:00,mobile
6,1,19,2023-01-19 14:44:00,desktop
146,5,19,2023-01-19 13:58:00,desktop
146,2,19,2023-01-19 06:22:00,tablet
146,1,19,2023-01-19 13:44:00,mobile
146,1,19,2023-01-19 02:55:00,desktop
146,4,19,2023-01-19 13:25:00,desktop
105,5,19,2023-01-19 05:55:00,mobile
39,3,19,2023-01-19 16:55:00,mobile
39,2,19,2023-01-19 13:29:00,tablet
95,3,19,2023-01-19 07:50:00,mobile
95,2,19,2023-01-19 01:17:00,tablet
95,1,19,2023-01-19 13:34:00,desktop
72,4,19,2023-01-19 07:09:00,tablet
72,5,19,2023-01-19 14:18:00,tablet
16,5,19,2023-01-19 04:03:00,mobile
155,3,19,2023-01-19 03:01:00,desktop
155,4,19,2023-01-19 22:53:00,mobile
155,5,19,2023-01-19 04:23:00,tablet
155,3,19,2023-01-19 06:00:00,mobile
155,5,19,2023-01-19 11:12:00,tablet
200,3,19,2023-01-19 14:12:00,mobile
200,2,19,2023-01-19 20:30:00,desktop
200,5,19,2023-01-19 09:51:00,mobile
191,1,19,2023-01-19 04:20:00,desktop
191,1,19,2023-01-19 19:06:00,desktop
191,4,19,2023-01-19 22:33:00,mobile
191,1,19,2023-01-19 01:31:00,mobile
114,4,19,2023-01-19 01:27:00,desktop
114,4,19,2023-01-19 12:51:00,desktop
9,2,19,2023-01-19 17:02:00,desktop
9,4,19,2023-01-19 23:26:00,tablet
66,4,19,2023-01-19 02:13:00,tablet
54,4,19,2023-01-19 02:15:00,mobile
183,2,19,2023-01-19 10:43:00,tablet
183,1,19,2023-01-19 10:37:00,mobile
183,3,19,2023-01-19 04:00:00,desktop
183,4,19,2023-01-19 00:13:00,tablet
183,4,19,2023-01-19 15:07:00,mobile
30,5,19,2023-01-19 14:41:00,tablet
154,4,19,2023-01-19 02:25:00,desktop
89,2,19,2023-01-19 09:03:00,mobile
89,3,19,2023-01-19 04:44:00,mobile
89,4,19,2023-01-19 03:12:00,tablet
89,5,19,2023-01-19 14:27:00,mobile
150,4,19,2023-01-19 07:53:00,mobile
150,4,19,2023-01-19 08:15:00,tablet
7,3,19,2023-01-19 02:04:00,desktop
139,1,19,2023-01-19 22:58:00,mobile
139,2,19,2023-01-19 10:32:00,mobile
139,5,19,2023-01-19 07:34:00,mobile
139,5,19,2023-01-19 23:44:00,desktop
139,4,19,2023-01-19 00:46:00,desktop
134,3,19,2023-01-19 10:04:00,tablet
134,5,19,2023-01-19 10:21:00,desktop
178,5,19,2023-01-19 08:18:00,mobile
178,3,19,2023-01-19 11:18:00,desktop
178,2,19,2023-01-19 01:02:00,desktop
178,2,19,2023-01-19 20:47:00,desktop
178,3,19,2023-01-19 12:06:00,tablet
70,2,19,2023-01-19 01:35:00,desktop
70,5,19,2023-01-19 02:36:00,mobile
70,1,19,2023-01-19 09:58:00,tablet
70,3,19,2023-01-19 08:14:00,tablet
168,5,19,2023-01-19 10:04:00,desktop
168,1,19,2023-01-19 15:56:00,desktop
168,4,19,2023-01-19 22:07:00,desktop
46,5,19,2023-01-19 05:02:00,mobile
46,1,19,2023-01-19 01:23:00,tablet
46,1,19,2023-01-19 17:26:00,desktop
108,1,19,2023-01-19 13:12:00,tablet
142,2,19,2023-01-19 04:01:00,tablet
142,3,19,2023-01-19 23:58:00,desktop
142,2,19,2023-01-19 01:16:00,mobile
142,5,19,2023-01-19 13:50:00,mobile
142,3,19,2023-01-19 08:16:00,desktop
67,5,19,2023-01-19 00:46:00,desktop
67,4,19,2023-01-19 12:18:00,tablet
1,4,19,2023-01-19 05:36:00,desktop
3,1,19,2023-01-19 18:56:00,tablet
3,1,19,2023-01-19 05:59:00,desktop
3,3,19,2023-01-19 17:27:00,mobile
3,1,19,2023-01-19 18:37:00,tablet
10,1,19,2023-01-19 03:12:00,mobile
10,5,19,2023-01-19 04:49:00,tablet
81,3,19,2023-01-19 07:32:00,tablet
81,1,19,2023-01-19 08:29:00,desktop
81,3,19,2023-01-19 04:02:00,mobile
52,4,19,2023-01-19 22:26:00,mobile
52,5,19,2023-01-19 04:14:00,desktop
52,2,19,2023-01-19 09:36:00,mobile
118,3,19,2023-01-19 18:57:00,desktop
58,4,19,2023-01-19 17:34:00,tablet
58,4,19,2023-01-19 17:55:00,mobile
58,2,19,2023-01-19 16:29:00,mobile
91,1,19,2023-01-19 22:22:00,mobile
91,2,19,2023-01-19 19:00:00,tablet
80,2,19,2023-01-19 18:10:00,mobile
80,2,19,2023-01-19 18:57:00,mobile
80,3,19,2023-01-19 15:22:00,tablet
80,3,19,2023-01-19 11:30:00,tablet
80,1,19,2023-01-19 17:02:00,tablet
188,2,19,2023-01-19 02:23:00,tablet
188,2,19,2023-01-19 18:19:00,desktop
188,4,19,2023-01-19 17:33:00,desktop
188,1,19,2023-01-19 00:49:00,mobile
68,4,19,2023-01-19 09:36:00,desktop
68,2,19,2023-01-19 12:59:00,tablet
68,3,19,2023-01-19 00:50:00,desktop
68,5,19,2023-01-19 07:32:00,mobile
172,1,20,2023-01-20 07:37:00,tablet
172,4,20,2023-01-20 15:38:00,tablet
172,1,20,2023-01-20 08:25:00,tablet
5,3,20,2023-01-20 21:07:00,tablet
5,5,20,2023-01-20 05:35:00,tablet
5,3,20,2023-01-20 08:37:00,tablet
180,2,20,2023-01-20 03:43:00,mobile
180,3,20,2023-01-20 02:41:00,tablet
180,1,20,2023-01-20 00:05:00,desktop
180,1,20,2023-01-20 06:19:00,desktop
180,3,20,2023-01-20 23:15:00,desktop
152,1,20,2023-01-20 11:13:00,tablet
152,2,20,2023-01-20 12:23:00,tablet
62,4,20,2023-01-20 09:55:00,tablet
62,4,20,2023-01-20 06:47:00,tablet
6,1,20,2023-01-20 05:38:00,mobile
6,4,20,2023-01-20 00:44:00,tablet
6,3,20,2023-01-20 15:44:00,mobile
6,3,20,2023-01-20 21:31:00,tablet
6,5,20,2023-01-20 06:13:00,mobile
90,3,20,2023-01-20 18:13:00,tablet
90,5,20,2023-01-20 18:37:00,desktop
90,1,20,2023-01-20 17:56:00,mobile
90,2,20,2023-01-20 21:04:00,desktop
90,4,20,2023-01-20 01:37:00,mobile
72,1,20,2023-01-20 16:26:00,desktop
72,4,20,2023-01-20 07:18:00,mobile
64,5,20,2023-01-20 17:26:00,desktop
64,3,20,2023-01-20 19:05:00,desktop
64,5,20,2023-01-20 15:27:00,desktop
64,4,20,2023-01-20 18:54:00,tablet
64,1,20,2023-01-20 08:51:00,tablet
188,1,20,2023-01-20 02:13:00,mobile
188,5,20,2023-01-20 04:08:00,desktop
15,3,20,2023-01-20 00:27:00,mobile
16,4,20,2023-01-20 21:11:00,mobile
16,3,20,2023-01-20 07:22:00,desktop
16,5,20,2023-01-20 06:38:00,tablet
60,5,20,2023-01-20 15:17:00,mobile
60,4,20,2023-01-20 06:19:00,mobile
60,5,20,2023-01-20 03:54:00,mobile
60,5,20,2023-01-20 16:25:00,desktop
56,2,20,2023-01-20 07:03:00,mobile
56,2,20,2023-01-20 20:46:00,mobile
56,4,20,2023-01-20 18:08:00,tablet
39,5,20,2023-01-20 22:54:00,tablet
39,4,20,2023-01-20 11:12:00,tablet
39,2,20,2023-01-20 04:56:00,desktop
137,3,20,2023-01-20 23:02:00,tablet
52,2,20,2023-01-20 22:22:00,desktop
52,4,20,2023-01-20 15:52:00,mobile
52,3,20,2023-01-20 18:39:00,mobile
52,2,20,2023-01-20 21:56:00,tablet
52,5,20,2023-01-20 23:56:00,mobile
146,4,20,2023-01-20 00:25:00,desktop
146,4,20,2023-01-20 12:00:00,tablet
97,4,20,2023-01-20 03:45:00,mobile
108,3,20,2023-01-20 04:27:00,mobile
193,3,20,2023-01-20 16:15:00,tablet
193,1,20,2023-01-20 19:57:00,mobile
193,5,20,2023-01-20 14:16:00,tablet
193,3,20,2023-01-20 15:57:00,desktop
193,2,20,2023-01-20 07:19:00,desktop
19,2,20,2023-01-20 04:56:00,mobile
19,1,20,2023-01-20 23:01:00,desktop
19,2,20,2023-01-20 18:36:00,mobile
19,2,20,2023-01-20 19:08:00,desktop
92,5,20,2023-01-20 11:08:00,desktop
92,5,20,2023-01-20 11:55:00,desktop
92,1,20,2023-01-20 22:37:00,desktop
92,5,20,2023-01-20 16:26:00,desktop
54,2,20,2023-01-20 02:33:00,desktop
54,2,20,2023-01-20 06:58:00,tablet
54,3,20,2023-01-20 06:55:00,mobile
88,4,20,2023-01-20 22:49:00,tablet
145,3,20,2023-01-20 01:47:00,mobile
145,4,20,2023-01-20 00:24:00,tablet
145,4,20,2023-01-20 05:28:00,mobile
145,5,20,2023-01-20 09:53:00,desktop
145,2,20,2023-01-20 01:23:00,mobile
158,1,20,2023-01-20 10:05:00,desktop
158,5,20,2023-01-20 21:35:00,tablet
158,3,20,2023-01-20 00:31:00,mobile
158,3,20,2023-01-20 14:49:00,desktop
190,4,20,2023-01-20 13:24:00,tablet
190,1,20,2023-01-20 19:53:00,mobile
127,2,20,2023-01-20 21:43:00,tablet
65,2,20,2023-01-20 08:00:00,mobile
65,4,20,2023-01-20 13:09:00,mobile
65,5,20,2023-01-20 20:53:00,mobile
65,4,20,2023-01-20 02:03:00,desktop
65,3,20,2023-01-20 13:01:00,desktop
36,3,20,2023-01-20 19:14:00,desktop
93,3,20,2023-01-20 22:03:00,desktop
93,3,20,2023-01-20 16:48:00,tablet
93,1,20,2023-01-20 03:02:00,desktop
93,1,20,2023-01-20 07:59:00,mobile
84,1,20,2023-01-20 01:07:00,mobile
84,5,20,2023-01-20 07:12:00,tablet
84,4,20,2023-01-20 00:09:00,mobile
82,3,20,2023-01-20 02:05:00,tablet
82,2,20,2023-01-20 07:32:00,desktop
82,5,20,2023-01-20 20:29:00,mobile
82,2,20,2023-01-20 20:12:00,desktop
82,4,20,2023-01-20 16:35:00,mobile
42,2,20,2023-01-20 13:23:00,desktop
42,4,20,2023-01-20 23:36:00,mobile
42,4,20,2023-01-20 20:28:00,desktop
42,4,20,2023-01-20 13:45:00,tablet
42,4,20,2023-01-20 19:06:00,desktop
87,2,20,2023-01-20 21:39:00,tablet
9,2,20,2023-01-20 03:59:00,tablet
9,1,20,2023-01-20 18:10:00,tablet
9,5,20,2023-01-20 18:36:00,desktop
144,3,20,2023-01-20 09:20:00,desktop
144,1,20,2023-01-20 04:31:00,mobile
25,4,20,2023-01-20 10:35:00,tablet
25,5,20,2023-01-20 04:13:00,mobile
119,1,20,2023-01-20 09:33:00,tablet
119,4,20,2023-01-20 09:24:00,mobile
119,3,20,2023-01-20 02:53:00,tablet
143,4,20,2023-01-20 11:10:00,tablet
143,4,20,2023-01-20 06:44:00,desktop
143,1,20,2023-01-20 13:02:00,desktop
1,1,20,2023-01-20 11:46:00,tablet
1,2,20,2023-01-20 15:54:00,mobile
1,5,20,2023-01-20 18:44:00,mobile
1,1,20,2023-01-20 09:08:00,desktop
1,2,20,2023-01-20 08:05:00,mobile
11,4,20,2023-01-20 05:21:00,mobile
11,4,20,2023-01-20 03:41:00,tablet
8,1,20,2023-01-20 08:33:00,tablet
8,1,20,2023-01-20 18:00:00,desktop
22,1,20,2023-01-20 22:47:00,tablet
73,3,20,2023-01-20 04:04:00,desktop
73,5,20,2023-01-20 18:55:00,desktop
73,2,20,2023-01-20 03:30:00,mobile
73,2,20,2023-01-20 08:53:00,tablet
73,1,20,2023-01-20 23:19:00,tablet
103,3,20,2023-01-20 16:32:00,mobile
69,1,20,2023-01-20 21:58:00,desktop
69,4,20,2023-01-20 20:39:00,mobile
196,5,20,2023-01-20 12:14:00,tablet
114,1,21,2023-01-21 23:00:00,desktop
114,4,21,2023-01-21 23:09:00,mobile
114,5,21,2023-01-21 11:00:00,tablet
114,4,21,2023-01-21 04:38:00,desktop
114,4,21,2023-01-21 17:29:00,tablet
140,1,21,2023-01-21 19:37:00,tablet
140,4,21,2023-01-21 11:14:00,tablet
140,2,21,2023-01-21 08:59:00,mobile
193,2,21,2023-01-21 04:19:00,mobile
193,3,21,2023-01-21 07:36:00,desktop
193,2,21,2023-01-21 06:03:00,desktop
193,2,21,2023-01-21 01:08:00,tablet
110,3,21,2023-01-21 05:26:00,desktop
110,4,21,2023-01-21 11:34:00,mobile
110,1,21,2023-01-21 10:45:00,mobile
110,4,21,2023-01-21 01:21:00,tablet
62,3,21,2023-01-21 20:46:00,desktop
62,2,21,2023-01-21 16:53:00,tablet
62,4,21,2023-01-21 13:12:00,tablet
62,5,21,2023-01-21 15:29:00,desktop
62,1,21,2023-01-21 18:13:00,mobile
117,2,21,2023-01-21 17:56:00,desktop
117,2,21,2023-01-21 22:59:00,tablet
104,5,21,2023-01-21 03:23:00,tablet
104,3,21,2023-01-21 07:56:00,mobile
104,5,21,2023-01-21 04:00:00,tablet
135,3,21,2023-01-21 14:05:00,tablet
135,3,21,2023-01-21 15:25:00,desktop
135,1,21,2023-01-21 15:15:00,mobile
135,2,21,2023-01-21 07:43:00,mobile
111,4,21,2023-01-21 17:15:00,desktop
147,2,21,2023-01-21 13:00:00,mobile
120,3,21,2023-01-21 13:41:00,tablet
120,5,21,2023-01-21 22:49:00,desktop
120,4,21,2023-01-21 21:18:00,desktop
120,4,21,2023-01-21 22:51:00,tablet
1,2,21,2023-01-21 09:57:00,desktop
1,1,21,2023-01-21 03:09:00,tablet
1,1,21,2023-01-21 03:24:00,desktop
1,5,21,2023-01-21 11:03:00,desktop
1,2,21,2023-01-21 06:23:00,mobile
169,1,21,2023-01-21 20:47:00,tablet
169,3,21,2023-01-21 19:28:00,desktop
169,4,21,2023-01-21 17:27:00,desktop
34,3,21,2023-01-21 00:08:00,tablet
34,5,21,2023-01-21 12:52:00,tablet
35,3,21,2023-01-21 22:54:00,tablet
31,3,21,2023-01-21 17:15:00,desktop
31,5,21,2023-01-21 15:02:00,mobile
31,4,21,2023-01-21 00:27:00,tablet
31,1,21,2023-01-21 18:06:00,desktop
31,5,21,2023-01-21 03:04:00,tablet
200,3,21,2023-01-21 13:21:00,tablet
200,2,21,2023-01-21 22:18:00,tablet
